,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
First,Middle,Last,Street,City,State,Zip,SSN,,
CARLA,,BERNESSER,2413 SW MISSION,TOPEKA,KS,66614,666317202,,
LOUETTE,M,GOODE,12613 W 77TH,LENEXA,KS,66216,666320616,,
ROSE,,BURGOSS,1720 N WASHINGTON,ABILENE,KS,67410,666405414,,
CARL,F,DAHMS,95 RR1,SATANTA,KS,67870,666424071,,
KATHY,L,BEHRENDSEN,HHC 21 70TH,FORT RILEY,KS,66442,666452138,,
JOHN,W,GRANT,236 RR4,LAWRENCE,KS,66049,666523038,,
ASTRID,,MARCELI,1515 W ASH,JUNCTION CITY,KS,66441,666529647,,
GLORIA,L,BLOOM,408 MISSOURI,SALINA,KS,67401,666568918,,
ROBERT,D,BAUMOHL,PO BOX 334,SUBLETTE,KS,67877,666572695,,
DENNIS,,BERGHOLZ,10358 CONSER,SHAWNEE MISSION,KS,66212,666620526,,
KERRI,J,BARBOUR,135 W 11TH,JUNCTION CITY,KS,66441,666620779,,
TAMATHA,L,JONES,1201 N HARDING,WICHITA,KS,67208,666662762,,
HERBERT,A,BARON          JR,1010 PARKSIDE,JUNCTION CITY,KS,66441,666667254,,
SANDRA,N,BOYCE,8007 E LYNWOOD,WICHITA,KS,67207,666708134,,
NELL,R,BURTON,261 RR2,WINFIELD,KS,67156,666708499,,
MARY,T,CROWELL,1209 N A,ARKANSAS CITY,KS,67005,666720033,,
CLINTON,E,HERBARD,8721 W 70TH,SHAWNEE MISSION,KS,66204,666763341,,
WILLIAM,,LARSON,9100 E HARRY,WICHITA,KS,67207,666820097,,
CLARENCE,,MORGAN,6838 MEADE,FORT RILEY,KS,66442,666825632,,
JASON,,BOGROFF,5100 3RD,GARDEN CITY,KS,67846,666985664,,
ANGELO,E,BURO,PO BOX 21,GARDEN CITY,KS,67846,666222883,,
MARTHA,L,BROWN,PO BOX 33,MONTEZUMA,KS,67867,666303962,,
KATHLEEN,B,BLOUNT,A CO 4 1 AVN RE,FT RILEY,KS,66442,666426173,,
D,A,BURCHFIELD     JR,11821 W 72ND,SHAWNEE,KS,66203,666488186,,
MARY,E,BURKO,405 S MCCALL,ULYSSES,KS,67880,666549066,,
NEWELL,C,JENSEN,114 S 13TH,HERINGTON,KS,67449,666644051,,
DOMINQUE,,BORDAGARAY,757 S DELLROSE,WICHITA,KS,67218,666648095,,
ROGER,F,HEBDEN,9130 W 124TH,OVERLAND PARK,KS,66213,666681205,,
E,J,BRIDGES,2887 SW MULVANE,TOPEKA,KS,66611,666741587,,
MARINA,T,BOLUSAN,1506 N VALLEYVIEW,WICHITA,KS,67212,666742598,,
DAN,A,BERGER,872170 W,MERRIAM,KS,66204,666860545,,
FARZANA,H,COSTIANIS,1435 N ANDERSON 23,MANHATTAN,KS,66502,666940245,,
BURTON,W,MEYERHOFF,PO BOX 891,MCPHERSON,KS,67460,666038073,,
NICK,,BATTAGLIA,539 W 7TH,LARNED,KS,67550,666041556,,
MARGOT,,BUCHARD,1921 SW BUCHANAN,TOPEKA,KS,66604,666062644,,
DENNIS,P,HUNT,PO BOX 441,FORT SCOTT,KS,66701,666181226,,
JOYCE,M,HOLCOMBE,5869 GRANADA,SHAWNEE MISSION,KS,66205,666279530,,
NOMA,L,DAOUST,2326 N BLUFF,WICHITA,KS,67220,666288292,,
RAQUEL,,COLVARD,948 GRANT LOT 57,JUNCTION CITY,KS,66441,666304792,,
CINDY,A,CROTSENBERG,2288 N 100TH,WELLSVILLE,KS,66092,666307944,,
MANUEL,M,BARBA,85 RR1,BALDWIN CITY,KS,66006,666325982,,
CHALMER,,HOLBROOK,44 RR1,WAMEGO,KS,66547,666429290,,
JANET,,LEVIN,GENERAL DELIVERY,WICHITA,KS,67202,666486712,,
RICHARD,D,BAYLIS,706 N MAIN,BELLE PLAINE,KS,67013,666660738,,
WILLIAM,J,FALLS          JR,4528 SW WANAMAKER,TOPEKA,KS,66610,666929108,,
DAVID,,HARTMAN,900 N WACO,WICHITA,KS,67203,666134000,,
RICHARD,A,BARRETT,PO BOX 924,MCPHERSON,KS,67460,666363182,,
EARLICIA,A,MONROE,PO BOX 3704,LAWRENCE,KS,66046,666425165,,
VINCENT,,BEHILL,1302 N 200TH,BALDWIN CITY,KS,66006,666509238,,
JO,A,LDEMARS,10334 ALAMO,WICHITA,KS,67212,666557381,,
CONNIE,S,KLEIER,1111 COURIER,WINFIELD,KS,67156,666568647,,
CARL,,DAVIDSON,7812 ENGLAND,SHAWNEE MISSION,KS,66204,666665316,,
ELDRIDGE,W,MURPHY,PO BOX 5254,FRANKLIN,KS,66735,666685912,,
RALPH,A,ACASE          JR,6602 W 91ST,OVERLAND PARK,KS,66212,666723321,,
DANIELLE,,KUREK,6422 MABEL,WICHITA,KS,67217,666785507,,
ROBT,M,CARPENTER,214 S ELM,HILLSBORO,KS,67063,666025026,,
L,T,BATES          JR,714 W WALNUT,SALINA,KS,67401,666047409,,
WILLIAM,E,HAENSLY,7423 COTTONWOOD,SHAWNEE,KS,66216,666145812,,
FABRICE,G,BRNABE,251 RR1,CANEY,KS,67333,666220041,,
DENISE,M,CALDWELL,0 RR4,ARKANSAS CITY,KS,67005,666277579,,
DANIEL,,BURKE,505 N TYLER,WICHITA,KS,67212,666291678,,
ROBERT,M,BENBOW,422 APOLLO,SILVER LAKE,KS,66539,666336985,,
ALICE,F,MOORE,90 RR2,HOPE,KS,67451,666408794,,
TIMOTHY,J,BARRON,17 S HOLBROOK,FORT SCOTT,KS,66701,666489239,,
ALLENE,P,HYATTSUMROW,1601 W SOUTH AVELOT 121,EMPORIA,KS,66801,666595863,,
GAIL,,ELHEREDGE,400 W CENTRAL,WICHITA,KS,67203,666603136,,
BYRON,L,BRILEY,2629 MULBERRY,LONGFORD,KS,67458,666620414,,
DILL,M,HOLLINGSWRTH,PO BOX 662,SHAWNEE MISSION,KS,66201,666766999,,
JANA,D,MCADAMS,111 S MICHIGAN,NORCATUR,KS,67653,666844627,,
GEORGE,,GEBHARDT,8327 W 108TH,OVERLAND PARK,KS,66210,666846393,,
THERESA,,BEIMESCH,917 DREILING,JUNCTION CITY,KS,66441,666846641,,
DEBBIE,,HAGEMERYER,803 ALLISON,MANHATTAN,KS,66502,666920856,,
RAQUEL,C,COLVARD,8327 W 108TH,SHAWNEE MISSION,KS,66210,666929295,,
ERNEST,,BISHOP,6506 W 89TH,OVERLAND PARK,KS,66212,666142973,,
GLORIA,,BOYKIN,4302 WOFFORD,FORT RILEY,KS,66442,666196838,,
DANA,J,BOONE,1605 W 89TH,OVERLAND PARK,KS,66212,666220064,,
MICHAEL,J,BUSSE,9100 E HARRY,WICHITA,KS,67207,666342088,,
BEVERLY,A,JOHNSON,11 HYDE PARK,HUTCHINSON,KS,67502,666546276,,
BURT,,MEYERHOFF,PO BOX 3623,SHAWNEE,KS,66203,666580200,,
JEWEL,,BENJAMIN,3 HANCOCK,FORT LEAVENWORT,KS,66027,666600271,,
MATTHEW,,MAZZA          JR,PO BOX 213,ELWOOD,KS,66024,666607694,,
ANNE,L,MCFADYEN,PO BOX 2264,FORT RILEY,KS,66442,666620516,,
ROBERT,L,GROSSNICKLE    SR,1222 BURKE,FORT SCOTT,KS,66701,666640219,,
DEBBIE,L,BOLOGNESE,11056 W 96TH,OVERLAND PARK,KS,66214,666686963,,
U,G,BALOSSINI,11815 NEW JERSEY,KANAS CITY,KS,66102,666743906,,
PAMELA,T,KIMBALL,1335 N B,ARKANSAS CITY,KS,67005,666861382,,
LESTER,C,BARRETT,3737 N RUSHWOOD,WICHITA,KS,67226,666888922,,
PATRICIA,,BRUNNER,401 HOLLYWOOD,HAYSVILLE,KS,67060,666178752,,
SUZANA,,DE BLOCK,1101 GYPSUM,SALINA,KS,67401,666212815,,
EVON,,BARBOUR        JR,201 RR4,ARKANSAS CITY,KS,67005,666223552,,
DENNIS,,DEMERS,2 WOOSTER,HAYS,KS,67601,666301270,,
RACHEL,,BEYER,2220 PROSPECT,JUNCTION CITY,KS,66441,666328691,,
CAROL,J,DUNHAM,821 E 11TH,WINFIELD,KS,67156,666402514,,
ANDREW,D,HERALD,215 W 3RD,JUNCTION CITY,KS,66441,666421431,,
ANDREW,P,BUYSEE,3107 HERITAGE,MANHATTAN,KS,66503,666462078,,
RODGER,,BRISTER        JR,HHB 1/5 FA,FORT RILEY,KS,66442,666488464,,
SUE,L,LESPERANCE,3028 FRANCIS,KANSAS CITY,KS,66103,666506850,,
DONNA,M,CENNAMO,1432 SW MACVICAR,TOPEKA,KS,66604,666526187,,
MICHELLE,J,FERGUSON,C CO 1ST ENG,FT RILEY,KS,66442,666526839,,
STEVEN,R,BARNES,1801 SW WANAMAKER,TOPEKA,KS,66604,666541490,,
LORI,B,BARLTES,518 E FRONT,OAKLEY,KS,67748,666621010,,
KATHLEEN,,BLOUNT,9211 E HARRY,WICHITA,KS,67207,666628357,,
AUDREY,M,BERGDAHL,10311 W 70TH,SHAWNEE,KS,66203,666694278,,
LAINA,L,BOBBITT,10807 W V 96TH,OVERLAND PARK,KS,66214,666700157,,
DAVID,L,GILBERT,310 HERSCHEL,WICHITA,KS,67209,666700325,,
EDWARD,L,GAMBLE,6955 E 35TH N,WICHITA,KS,67226,666745769,,
JAMES,,ALEXANDER,7677 E 21ST N,WICHITA,KS,67206,666925328,,
LISA,L,BUCHANAN,2270 WESTCHESTER 6,BURDEN,KS,66442,666926015,,
GARY,E,BIAGGINI,618 S 6TH,ARKANSAS CITY,KS,67005,666968274,,
BEVERLY,,FISCHER,2265 US HIGHWAY 75,WAVERLY,KS,66871,666989352,,
MARY,E,BROWN,3134 S GOW,WICHITA,KS,67217,666114479,,
KATHY,M,BRER,8322 E GILBERT,WICHITA,KS,67207,666142144,,
STEPHAN,R,ADAMS,GENERAL DELIVERY,JUNCTION CITY,KS,66441,666345101,,
VILLARD,,JOE,4131 S 2 VASSAR,WICHITA,KS,67208,666425861,,
THOMAS,S,BERGER,422 N 11TH,MANHATTAN,KS,66502,666429417,,
TARA,,BRADFORD,PO BOX 15,OGDEN,KS,66517,666524166,,
GLADYS,,AVILES,6576 HAMPTON,FORT RILEY,KS,66442,666588946,,
SULTAN,,AFSAR,121 E 1ST,FORT SCOTT,KS,66701,666593796,,
JAMES,P,HOHOLIK,512 S FRANKLIN,JUNCTION CITY,KS,66441,666603631,,
DEBORAH,,MERSCH,1091 F HIGH POINT,MANHATTAN,KS,66502,666608164,,
KARRIL,L,BEST,105 W LINDBURG,PITTSBURG,KS,66762,666663702,,
RUFUS,S,BROWN,132 N CHARLES,MCPHERSON,KS,67460,666784079,,
DAVID,P,HUDSON,216 SPENCER,GARDEN CITY,KS,67846,666808229,,
ROBERT,I,BOLLA,8032 ANTIOCH,OVERLAND PARK,KS,66204,666880249,,
REBECCA,M,BAYARD,5302 S GOLD,WICHITA,KS,67217,666904842,,
ROLAND,,BOYER,8704 W 106TH,OVERLAND PARK,KS,66212,666163920,,
KRISTIE,M,COPELAND,210 RR1,CANEY,KS,67333,666227612,,
BROMELL,,BOLTON         SR,PO BOX 201,ARKANSAS CITY,KS,67005,666367672,,
CHARLES,,MCLEAN,6666 A,FORT RILEY,KS,66442,666384957,,
DUM,M,MENDENHALL,41 RR1,WAMEGO,KS,66547,666402262,,
GLADYS,,BUSH,2033 175,EMPORIA,KS,66801,666627406,,
BARBARA,A,DURR,813 PINEWOOD,GARDNER,KS,66030,666641777,,
PAULINA,N,BRITO,2524 COMMONWEALTH LOT 33,JUNCTION CITY,KS,66441,666647897,,
GEORGE,A,HALEY,RR4,ARKANSAS CITY,KS,67005,666689570,,
CHRISTINA,,BURKETT,5714 W 128TH,SHAWNEE MISSION,KS,66209,666703336,,
DAMARIS,,GULATA,5720 CASTLE,WICHITA,KS,67218,666705888,,
LARRY,,BEITING,3G RR1,DWIGHT,KS,66849,666740441,,
HARRY,,BEEMAN,939 SUNNYSLOPE,EMPORIA,KS,66801,666988419,,
LAINA,L,BOBBITT,4312 6 WOFFORD,FT RILEY,KS,66442,666254106,,
NATHAN,W,ANGEL,14109 W 88TH,SHAWNEE MISSION,KS,66215,666384822,,
SAMANTHA,,BAINES,212 E 1ST,JUNCTION CITY,KS,66441,666425535,,
DAVID,R,BRIGHT,PO BOX 13395,SHAWNEE MISSION,KS,66282,666508589,,
IRENE,,MCMAHON,PO BOX 118,MARION,KS,66861,666514517,,
JOSE,,BENITEZ,PO BOX 912,HAYS,KS,67601,666593280,,
GERALD,C,BUMP,2416 STEWART,SALINA,KS,67401,666765400,,
MICHELLE,,HAYNES,10054 CONNELL,OVERLAND PARK,KS,66212,666788838,,
JAMES,,BURR,2240 WESTCHESTER,MANHATTAN,KS,66503,666862194,,
NEWELL,,JENSEN,8216 CANNON,WICHITA,KS,67210,666881596,,
SUSAN,D,GOLDSBERRY,PO BOX 45,JUNCTION CITY,KS,66441,666889362,,
THERSSA,A,BERNARD,6135 SW 38TH,TOPEKA,KS,66610,666895384,,
MOSTAFA,M,MORSY,6060 SUNSET,SUBLETT,KS,67877,666947549,,
LEWIS,R,BELOTE,5211 N ROAD B,ULYSSES,KS,67880,666986940,,
RONALD,,KLINE,2099 NEWTOWN,LEXINGTON,KY,40511,666030261,,
DAVE,M,HETZEL,171 PENILE,LOUISVILLE,KY,40272,666037220,,
BARBARA,,HARDY,630 SONOMA VALLEY,CRESTVIEW HILLS,KY,41017,666049168,,
MATT,J,LANZONE,320 E 18TH,COVINGTON,KY,41014,666066381,,
TIM,,MIDDLETON,202 RR2,BOWLING GREEN,KY,42103,666076921,,
RAYMOND,,HARWELL,919 N 16TH,MURRAY,KY,42071,666082630,,
WILLIAM,,MEAREL,311 WOODWAY,PADUCAH,KY,42001,666083905,,
CHERYL,L,ALLEN,5637 OLD MUNFORDVILLE,CAVE CITY,KY,42127,666087243,,
SHPENDIM,,NADZAKU,PO BOX 70,OAK GROVE,KY,42262,666087296,,
ROBERT,E,BURGAN,3025 EDGE MAR,COVINGTON,KY,41017,666087799,,
RONALD,J,BORAWSKI,UPPER RIVER CANEY,LOST CREEK,KY,41348,666104102,,
JAMES,M,BAKER,9863 WILLOW BROOK,LOUISVILLE,KY,40223,666109851,,
DAVID,R,LANDIS,3011 VILLAGE,EDGEWOOD,KY,41017,666173560,,
JULIE,A,CROFF,PO BOX 428,COVINGTON,KY,41012,666174444,,
MARGARET,,DOWDEN,4359 MICHIGAN,LATONIA,KY,41015,666191847,,
CHERYL,,HUELSING,6031 RIDGE,FLORENCE,KY,41042,666201826,,
J,P,MCKIERNAN,404 HARRODSWOOD,FRANKFORT,KY,40601,666213964,,
PATRICIA,,BURTON,PO BOX 1,HARDIN,KY,42048,666224825,,
JACQUELINE,M,BELLUOMIN,1362 CULPEPPER,GEORGETOWN,KY,40324,666228031,,
C,,HOLMES,839 HARRIS CREEK,PARIS,KY,40361,666228835,,
ANNE,W,BRAUN,174B RR1,GLENCOE,KY,41046,666239398,,
HUGO,,BASTERRECHEA   SR,259 NEW PORTER PIKE,BOWLING GREEN,KY,42103,666244219,,
THERESA,M,DIXON,200 DOUGLAS,PIKEVILLE,KY,41501,666261243,,
LAURA,S,BARBER,220 S LYNDON,LOUISVILLE,KY,40222,666267789,,
ANNA,L,KIRKWOOD,256 SUN VALLEY,HAZARD,KY,41701,666270277,,
MOHAMMED,T,ANIFOWOSHE,PO BOX 752,BEATTYVILLE,KY,41311,666272934,,
SHELA,,GILLEY,1634 HIGHLAND RIDGE,HIGHLAND HEIGHT,KY,41076,666280100,,
FRANCINE,R,FONER,10810 BARRICKS,LOUISVILLE,KY,40229,666284428,,
MICHAEL,N,BENNEWETZ,130 EMPRIAL,NICHOLASVILLE,KY,40356,666309958,,
GERALDINE,D,JONES,37 LOCUST E,PROSPECT,KY,40059,666314494,,
SID,J,MILTZ,113A RR8,MANCHESTER,KY,40962,666320386,,
ERNESTO,,FERNANDEZ,642 WILLOUGHBY,BOWLING GREEN,KY,42101,666321789,,
J,,MARTINEZ,5350 RR2,CRITTENDEN,KY,41030,666322747,,
WILLIAM,E,DUCKWORTH      JR,6612 DIXIE STE 1A,FLORENCE,KY,41042,666328742,,
GREGORY,W,MORRIS,159 WAGNER,PIKEVILLE,KY,41501,666337830,,
RODNEY,G,BROWN,2214 MEMORIAL,FORT THOMAS,KY,41075,666341065,,
MONICA,,DENGATE,220 RR1,BERRY,KY,41003,666348571,,
MICHAEL,D,BIAS,1182 ACCORD,LEXINGTON,KY,40517,666352687,,
EFFIE,,CAMPBELL,130 BUCKHORN,ERLANGER,KY,41018,666372241,,
SAMUELG,G,BARNES,112 JUSTICE,PIKEVILLE,KY,41501,666375181,,
JUDITH,A,KERANEN,PO BOX 993,LONDON,KY,40743,666390755,,
GENE,,HALLMAN,GENERAL DELIVERY,FRENCHBURG,KY,40322,666394483,,
ELVIA,,FOULKES,CENTRAL RM 200,FRANKLIN,KY,42134,666394845,,
EDDIE,D,ALVARADO,PO BOX 460,FOREST HILLS,KY,41527,666408049,,
MARY,A,MALANOWSKI,318 PINE,BEREA,KY,40403,666408064,,
B,J,BOFFO,123 S MAIN,SMITHS GROVE,KY,42171,666442608,,
BEAUTES,,LUBILTUS,143 RR1,GLASGOW,KY,42141,666457916,,
PAUL,B,BRATTER,151 BLUFFSIDE,COVINGTON,KY,41017,666464673,,
JOHN,L,LOOSE,550 MOUNT ZION,FLORENCE,KY,41042,666466128,,
PHYLLIS,M,BELT,30A RR1,BUTLER,KY,41006,666468135,,
EMMA,N,CLEM,116 STRODE STATION,WINCHESTER,KY,40391,666487851,,
WILLIE,E,BELL,3700 CHATEAU,LOUISVILLE,KY,40219,666504014,,
BONNIE,J,BUGAI,495 RR1,SYMSONIA,KY,42082,666504784,,
HELEN,,BROWN,82 RR1,CALIFORNIA,KY,41007,666505521,,
MARCELLA,M,MARTIN,500 LONG,KIMPER,KY,41539,666521343,,
PETE,C,CATHCART,1421 GREENUP,COVINGTON,KY,41011,666527740,,
CAROLE,N,EVANS,820 BRENTSVILLE,PARIS,KY,40361,666528975,,
CAROLYN,,BROWN,606 RESERVOIR,FALMOUTH,KY,41040,666562121,,
MICHAEL,,MEYER,697 MEADOW WOOD,COVINGTON,KY,41017,666571063,,
NANCY,S,BLACKBURN,PO BOX 246,VERSAILLES,KY,40383,666601611,,
NANETTE,L,BOWMAN,820 VINE,DAYTON,KY,41074,666601964,,
DEBORA,L,BOLOGNESE,70 8 CREEKWOOD,WILDER,KY,41071,666608902,,
JANA,,HUTCHESON,242 UPPER DRY FORK RIDGE,MC KEE,KY,40447,666626165,,
SANDI,,MCSPADDEN,1704 N BECKLEY STATION,LOUISVILLE,KY,40245,666626755,,
WANG,,JINGSHIUAN,4514 BORNEY,LOUISVILLE,KY,40299,666632151,,
PHIL,,CALDERON,147 MAIN,HIGHLAND HEIGHT,KY,41076,666638192,,
SUSAN,L,GEORGE,215 LYNN,LAWRENCEBURG,KY,40342,666642199,,
O,B,AMY,PO BOX 628,PIKEVILLE,KY,41502,666642597,,
JANET,,DREYERBUDDE,4001 STATE HIGHWAY 3298,OLIVE HILL,KY,41164,666645716,,
DEAN,C,CARLEY,363 HARRODSWOOD,FRANKFORT,KY,40601,666648851,,
JUDY,,DEVEAUX,PO BOX 9191,PADUCAH,KY,42002,666662002,,
VICTOR,P,BIRCKNER,9216 MARLBORO,LOUISVILLE,KY,40222,666667449,,
TIMOTHY,,DELANEY,235 N 38TH,PADUCAH,KY,42001,666672751,,
BALTAZAR,,FLORES         JR,10105 TAYLORSVILLE,LOUISVILLE,KY,40299,666707873,,
BRIAN,J,AMBERMAN,6607 MORNING STAR,LOUISVILLE,KY,40272,666709092,,
CHRISTINA,,HOLCOME,369 RR2,MIDDLESBORO,KY,40965,666721305,,
JACQUELINE,,CARR,RR4,MURRAY,KY,42071,666722406,,
KATHERINE,,MITCHELL,3756 AUTUMN,ELSMERE,KY,41018,666723573,,
SALINA,A,FORD,7 ANDREWS,COLD SPRING,KY,41076,666740060,,
JACK,,BOURGEOIS,232 HAWKEEGAN,FRANKFORT,KY,40601,666741619,,
GUIDO,,BOGGIO,3607 NICKELS MEADOWS,LOUISVILLE,KY,40215,666746714,,
RUBY,L,BRADLEY        JR,1229 NICE,LEXINGTON,KY,40504,666782735,,
LAWRENCE,,EVANS,171 LOWRY LN A,LEXINGTON,KY,40503,666783726,,
CHRIS,,GARCIA,3102 MADONNA,COVINGTON,KY,41017,666786923,,
JOSEPH,,KAUBENAW,146 CALMES,WINCHESTER,KY,40391,666789556,,
CAROL,,BARNES,2392 HC81,BAILEY SWITCH,KY,40906,666832865,,
TORY,A,BENTKE,823 SAINT JAMES,COVINGTON,KY,41011,666849081,,
WANDA,L,MARKS,14051 S US,CRANKS,KY,40820,666856525,,
ROSALIND,Y,BAISY,272 VERA CRUZ,VILLA HILLS,KY,41017,666868109,,
ROUNDER,,MCDUFFIE       JR,201 1ST POOLES,NEWPORT,KY,41076,666875925,,
TACKETT,,LORI,5501 KILLINUR,PROSPECT,KY,40059,666883789,,
JULIO,,BATISTA,51 HIGHWOOD,LOUISVILLE,KY,40206,666893736,,
GALEN,,KOVASH,1917 HUGHES,WICKLIFFE,KY,42087,666901220,,
MARIE,L,ANSOLABEHERE,940 LEE,PADUCAH,KY,42003,666902405,,
CHERYL,,ALLEN,1254 ARLINGTON,PARIS,KY,40361,666912616,,
DENNIS,,BARNES,ROYAL ARMS APARTMENTS,BOWLING GREEN,KY,42101,666923541,,
KARRON,P,HOPKINS,2405 EASY,COVINGTON,KY,41017,666931406,,
MARY,D,BACON,PO BOX 304,WEST PADUCAH,KY,42086,666947933,,
MICHAEL,L,BATTISTONI,917 HIGHLAND,FORT THOMAS,KY,41075,666951780,,
ELYSE,,CROCKETT,42 RR1,FOSTER,KY,41043,666959353,,
DEBORAH,G,ECKLAR,303 MADISON,COVINGTON,KY,41011,666961557,,
CEPEDA,,FERNANDO,34 PRICE,ERLANGER,KY,41018,666967137,,
RICHARD,,BROOKS,2 DRY CREEK,CLEARFIELD,KY,40313,666968336,,
JENNIFER,L,MARTIN,153 CONCORD,VERONA,KY,41092,666974448,,
ANTOINETTE,,BUNCH,2904 SARAH,BOWLING GREEN,KY,42104,666987672,,
GREGORY,,DICKENS,3118 HORTON,LOUISVILLE,KY,40220,666015952,,
CAROL,C,LEINONEN,110 RR5,CYNTHIANA,KY,41031,666020701,,
STEVEN,,HUFFMAN,337 CANDLELITE,ALMO,KY,42020,666037315,,
DONALD,,LANGE,1321 ALEXANDRIA,LEXINGTON,KY,40504,666067250,,
V,T,BUI,1029 SHIVE,BOWLING GREEN,KY,42103,666086441,,
DAVID,W,GREENLAW,320 ELM TREE,LEXINGTON,KY,40508,666087644,,
KIM,A,BRADFORD,2423 SCOTTS FERRY,VERSAILLES,KY,40383,666160730,,
EDDIE,L,BRONNER,805 PRESS,LEXINGTON,KY,40508,666182186,,
ADRIENNE,M,BRASSON,1040 ELMDALE,PADUCAH,KY,42003,666183915,,
ANN,D,BALL,8213 PREAKNESS,FLORENCE,KY,41042,666184229,,
BORIS,A,BEJARANO,229 RR3,MANCHESTER,KY,40962,666209327,,
CHRISTOPH,L,EDEN,2209 DEARING,LOUISVILLE,KY,40204,666217806,,
E,E,LINDA,410 S 4TH,LOUISVILLE,KY,40202,666238169,,
FILICIA,J,ALLEN,998 CAPITOL,ELSMERE,KY,41018,666239155,,
STEVEN,J,GREEN,3023 ROUND HILL,COVINGTON,KY,41017,666246079,,
CHARLES,R,BROWNDECEASED,PO BOX 95,FREDONIA,KY,42411,666252258,,
FRDANIEL,B,BOYD,230 GLADES,BEREA,KY,40403,666253235,,
JEROME,C,MAZALEWSKI,PADUCAH KY US,PADUCAH,KY,42003,666254237,,
MARGARET,E,ANTOINE,ELLISTON MT ZION,DRY RIDGE,KY,41035,666263256,,
MARY,I,MANSEL,1371 54TH ST 5,LOUISVILLE,KY,40208,666279422,,
MARCELLA,,JONES,1180 B MERMAN,LEXINGTON,KY,40517,666293657,,
ANTHONY,,BASTECKI,3584 PINE TOP,LONDON,KY,40741,666300023,,
GREG,,MORRIS,3361 CANTERBURY,ERLANGER,KY,41018,666302205,,
JOHN,A,BLANTON,2020 STATE ROUTE 1949,SYMSONIA,KY,42082,666304348,,
MARK,B,HALL,704 1/2 JONES,FLATWOODS,KY,41139,666304381,,
GAIL,P,BARTLETT,2009 CAMBRIDGE,LEXINGTON,KY,40504,666306315,,
ALBERT,,LEACH          SR,103 TIMBERLAKE,COVINGTON,KY,41018,666325215,,
JUDY,P,BROWN,CENTRAL,BOWLING GREEN,KY,42101,666348612,,
PATRICE,A,BROGAN,GENERAL DELIVERY,HENDERSON,KY,42420,666378342,,
MERRILL,I,BECK,208 RR1,NEW CONCORD,KY,42076,666392816,,
ROBERT,E,BOESCHENSTEIN,484 ARGILLITE,ARGILLITE,KY,41121,666408067,,
CARLOS,,MOREJON,328 RR1,CRITTENDEN,KY,41030,666412336,,
CARL,R,BIEHL,PO BOX 415,FLATWOODS,KY,41139,666421844,,
JENNIFER,A,HERBST,1296 PERCIVAL,UNION,KY,41091,666423266,,
EMMA,,CLEM,PO BOX 18,REGINA,KY,41559,666423348,,
RICHARD,,DEZES,143E RR1,PINEVILLE,KY,40977,666432597,,
BETTY,,LEWIS,5433 KY HIGHWAY 185,BOWLING GREEN,KY,42101,666437251,,
LAURA,M,HARRIS,301 MONROE,BRANDENBURG,KY,40108,666437871,,
TROY,A,HAMILTON,1919 COUNTY LINE,MELBER,KY,42069,666442467,,
GLENDA,,BLEVINS,462 FOREST,COVINGTON,KY,41018,666453741,,
LINDA,M,BROWN,1172 LITTLE ARTHUR RIDGE,EAST BERNSTADT,KY,40729,666461321,,
CAROL,,MORRIS,5400 ANGUS,LOUISVILLE,KY,40272,666465392,,
THOJAS,D,BRUN,100 FOUNTAIN,PADUCAH,KY,42001,666470401,,
ERNADETTE,M,CANNAROZZO,34 SKYLINE,COLD SPRING,KY,41076,666484539,,
KIMBERLY,A,DANIELSKI,102 PLEASANT RIDGE,RICHMOND,KY,40475,666522202,,
MARCELLA,E,MARTIN,1738 PROMONTORY,FLORENCE,KY,41042,666529467,,
PAMELA,A,GREENWELL,3510 SUSAN LEWIS,ERLANGER,KY,41018,666546335,,
MARCIA,L,GUTIERREZ,1215 HERRINGTON,BOWLING GRE,KY,42101,666546852,,
VERNA,,LAHLEMEYER,285 ROSEMONT,LEXINGTON,KY,40503,666547377,,
CLARE,,BURKE,400 E COLLEGE,GEORGETOWN,KY,40324,666561546,,
RICK,S,BROWN,611 GAY,LEXINGTON,KY,40505,666565417,,
LORANA,,MOSSI,4810 CLARMAR,LOUISVILLE,KY,40291,666568656,,
STEVEN,J,GREER,813 BROOKWOOD,BOWLING GREEN,KY,42103,666612450,,
OLIVAI,M,MERRIAM,3037 MARY LOU,EDGEWOOD,KY,41017,666626618,,
DARLENE,R,GREEN,230 GLAZIER,BELLEVUE,KY,41073,666626904,,
MARSAN,D,HORROCKS,33 W ORCHARD,COVINGTON,KY,41011,666627332,,
DONALD,,BRIGHAM,649 ROGERS,LEXINGTON,KY,40505,666641264,,
JANE,F,BROWN,503 KENTUCKY RR 11,VAN LEAR,KY,41265,666647849,,
AMY,L,JUNITES,4414 YEWELLS W,OWENSBORO,KY,42303,666653595,,
DOUGLAS,D,ALEXANDER,171 YORKWOOD,PIKEVILLE,KY,41501,666658867,,
FRANCISCO,R,DACOSTA,15370 MADISON,MORNING VIEW,KY,41063,666665251,,
CAMILLA,,CURRAN,5417 LAYNE,LOUISVILLE,KY,40219,666673693,,
DEBORAH,,BIANCO,1773 PROMONTORY,FLORENCE,KY,41042,666676550,,
MICHAEL,A,NAJJAR,3795 H WAY 906,HUSTONVILLE,KY,40437,666687320,,
